,Municipio,Novos_casos,Populacao_estimada,Latitude,Longitude,Relacao_perc_pop_covid
230,angicos,945,11695,-5.6666344,-36.6009064,8.0804
231,angra dos reis,8460,210171,-23.0063966,-44.316326,4.0253
232,anguera,406,11369,-12.1512742,-39.2457485,3.5711
233,angulo,283,2931,-23.1958345,-51.9094976,9.6554
234,anhanguera,91,1171,-18.3338749,-48.220363,7.7711
235,anhembi,300,6911,-22.7891096,-48.1316776,4.3409
236,anhumas,253,4172,-22.2956478,-51.3873401,6.0642
237,anicuns,2532,22113,-16.4606451,-49.9572265,11.4503
238,anisio de abreu,95,9994,-9.183959,-43.049115,0.9506
239,anita garibaldi,724,6783,-27.6855032,-51.1293873,10.6737
240,anitapolis,232,3223,-27.9041185,-49.1287395,7.1983
241,anori,610,21937,-3.7435254,-61.6605203,2.7807
242,anta gorda,382,5941,-28.9718745,-52.0069187,6.4299
243,antas,710,19659,-10.4114649,-38.3308815,3.6116
244,antonina,1527,18919,-25.4298854,-48.7125431,8.0713
245,antonina do norte,772,7402,-6.7756797,-39.9873337,10.4296
246,antonio almeida,162,3175,-7.2186016,-44.1950248,5.1024
247,antonio cardoso,511,11670,-12.4363122,-39.1200307,4.3787
248,antonio carlos,1678,8712,-21.318334,-43.746666,19.2608
249,antonio dias,471,9233,-19.6525,-42.872778,5.1013
250,antonio goncalves,588,11955,-10.5715409,-40.2748824,4.9184
251,antonio joao,424,9082,-22.1892837,-55.9508227,4.6686
252,antonio martins,620,7162,-6.2155812,-37.8890129,8.6568
253,antonio olinto,458,7421,-25.9849006,-50.1974516,6.1717
254,antonio prado,1853,13041,-28.8567806,-51.2801355,14.209
255,antonio prado de minas,63,1577,-21.0171988,-42.1101106,3.9949
256,aparecida,2728,8482,-22.851552,-45.2340924,32.1622
257,aparecida d oeste,515,4122,-20.4498109,-50.8808706,12.4939
258,aparecida de goiania,14796,601844,-16.8226769,-49.2452546,2.4584
259,aparecida do rio doce,160,2474,-18.2980167,-51.1491312,6.4673
260,aparecida do rio negro,284,4901,-9.9513491,-47.9773786,5.7947
261,aparecida do taboado,2553,26386,-20.0840304,-51.1013943,9.6756
262,aperibe,1019,12036,-21.6211928,-42.1028167,8.4663
263,apiaca,719,7542,-21.152272,-41.569297,9.5333
264,apiacas,2003,10431,-9.5678422,-57.394852,19.2024
265,apiai,1535,24081,-24.5076527,-48.8461582,6.3743
266,apicum acu,406,17582,-1.5279295,-45.082278,2.3092
267,apiuna,554,10951,-27.0374658,-49.3885037,5.0589
268,apodi,3479,35904,-5.6631109,-37.796927,9.6897
269,apora,383,17840,-11.6599747,-38.0794757,2.1469
270,apore,335,4266,-18.9642193,-51.92804,7.8528
271,apuarema,301,7274,-13.8517897,-39.7457126,4.138
272,apucarana,8779,137438,-23.5525327,-51.4610764,6.3876
273,apui,1095,22739,-7.1940195,-59.8830192,4.8155
274,apuiares,1124,14742,-3.9460303,-39.4313298,7.6245
275,aquidaba,1536,21796,-7.4575972,-73.3635222,7.0472
276,aquidauana,3002,48184,-20.473969,-55.7821375,6.2303
277,aquiraz,5771,81581,-3.9063117,-38.387504,7.074
278,arabuta,281,4268,-27.1587028,-52.1438142,6.5839
279,aracagi,1217,16857,-6.8519969,-35.3835602,7.2196
280,aracai,93,2360,3.5598433,-61.42795,3.9407
281,aracaju,5325,672614,-10.9162061,-37.0774655,0.7917
282,aracariguama,1693,23343,-23.4388277,-47.0613084,7.2527
283,aracas,273,12237,-12.212853,-38.2006816,2.2309
284,aracati,5818,75392,-4.558259,-37.767894,7.717
285,aracatu,545,12960,-14.4274236,-41.4604105,4.2052
286,aracatuba,17815,199210,-21.207992,-50.4390225,8.9428
287,araci,2480,54903,-11.3390214,-38.9586849,4.5171
288,aracitaba,29,2056,-21.3425,-43.378611,1.4105
289,aracoiaba,3913,26600,-4.3702577,-38.8084313,14.7105
290,aracoiaba da serra,2233,35389,-23.5045367,-47.6168158,6.3099
291,aracruz,11340,104942,-19.8245218,-40.2735025,10.806
292,aracu,413,3450,-0.813208,-64.791138,11.971
293,aracuai,2018,36715,-16.8484451,-42.0661868,5.4964
294,aragarcas,2492,20410,-15.8957166,-52.2514538,12.2097
295,aragoiania,1226,10680,-16.9146388,-49.4499148,11.4794
296,aragominas,264,5705,-7.1654101,-48.525488,4.6275
297,araguacema,731,7223,-8.8067391,-49.5560969,10.1204
298,araguacu,434,8418,-12.928934,-49.823134,5.1556
299,araguaiana,360,3064,-15.729144,-51.834112,11.7493
300,araguaina,20133,186245,-7.193241,-48.2018597,10.81
301,araguainha,24,909,-16.857016,-53.031778,2.6403
302,araguana,655,5856,-6.5799107,-48.6428482,11.1851
303,araguapaz,563,7795,-15.0937927,-50.626417,7.2226
304,araguari,14958,118361,-18.6511256,-48.1933764,12.6376
305,araguatins,1635,36573,-5.6529384,-48.1161923,4.4705
306,araioses,98,47095,-2.890914,-41.904993,0.2081
307,aral moreira,355,12511,-22.951141,-55.6268421,2.8375
308,aramari,474,11519,-12.0907897,-38.4985065,4.1149
309,arambare,181,3544,-30.9132252,-51.4994625,5.1072
310,arame,606,32825,-4.8858769,-46.0102484,1.8462
311,aramina,230,5689,-20.0876144,-47.789201,4.0429
312,arandu,588,6373,-23.1345103,-49.0545651,9.2264
313,arantina,222,2779,-21.911667,-44.255833,7.9885
314,arapei,247,2452,-22.6738889,-44.4477778,10.0734
315,arapiraca,14680,234309,-9.754866,-36.661471,6.2652
316,arapoema,409,6590,-7.6575001,-49.0641484,6.2064
317,araponga,630,8467,-20.666667,-42.520556,7.4407
318,arapongas,9129,126545,-23.4152862,-51.4293961,7.214
319,arapora,1057,6992,-18.4318188,-49.188313,15.1173
320,arapoti,2646,28480,-24.1457957,-49.8224605,9.2907
321,arapua,586,2951,-19.034444,-46.155556,19.8577
322,araputanga,1653,17078,-15.4710868,-58.346796,9.6791
323,araquari,3029,40890,-26.3703324,-48.7210994,7.4077
324,arara,789,13613,-6.8271895,-35.7605703,5.7959
325,ararangua,5969,69493,-28.9348832,-49.4858389,8.5894
326,araraquara,16330,240542,-21.7886713,-48.1773096,6.7888
327,araras,12574,136739,-22.3569477,-47.3838889,9.1956
328,ararenda,1078,10983,-4.7504395,-40.8303611,9.8152
329,arari,718,30014,-3.4547602,-44.7772723,2.3922
330,ararica,711,5840,-29.6168543,-50.929121,12.1747
331,araripe,1097,21707,-7.212861,-40.1359222,5.0537
332,araripina,5055,85301,-7.5768582,-40.5038509,5.9261
333,araruama,5599,136109,-22.8733203,-42.3428897,4.1136
334,araruna,2061,20610,-23.9320308,-52.4976047,10.0
335,arataca,514,10904,-15.2617424,-39.4122943,4.7139
336,aratiba,300,6145,-27.3955734,-52.3024325,4.882
337,aratuba,1420,11759,-4.4195958,-39.0463737,12.0759
338,aratuipe,306,8848,-13.077137,-39.0010786,3.4584
339,araua,881,9840,-0.8413333,-47.6852217,8.9533
340,araucaria,18920,148522,-25.5861107,-49.4051209,12.7389
341,araujos,818,9523,-19.946829,-45.1654312,8.5897
342,araxa,12339,108403,-19.6009149,-46.940923,11.3825
343,arceburgo,1097,10990,-21.364444,-46.939722,9.9818
344,arco iris,157,1755,-21.7741308,-50.4668814,8.9459
345,arcos,5401,40658,-20.282223,-45.539444,13.284
346,arcoverde,4461,75295,-8.415192,-37.057748,5.9247
347,areado,1237,15288,-21.3582771,-46.1476688,8.0913
348,areal,1336,12763,-22.2314922,-43.1056264,10.4678
349,arealva,797,8665,-22.0301906,-48.9111936,9.1979
350,areia,1957,22493,-6.9680243,-35.6994783,8.7005
351,areia branca,3414,28156,-4.9506652,-37.1263312,12.1253
352,areia de baraunas,216,2105,-7.1233949,-36.9446216,10.2613
353,areial,317,7054,-7.0501306,-35.9245244,4.4939
354,areias,309,3906,-22.5800929,-44.6975127,7.9109
355,areiopolis,1235,11186,-22.6758064,-48.6673653,11.0406
356,arenapolis,1426,9399,-14.460185,-56.8436668,15.1718
357,arenopolis,399,2462,-16.3859286,-51.55937,16.2063
358,ares,817,14526,-6.1969216,-35.1642968,5.6244
359,argirita,186,2681,-21.612761,-42.8371922,6.9377
360,aricanduva,149,5305,-17.8678,-42.5569,2.8087
361,arinos,1261,17850,-15.917223,-46.106111,7.0644
362,aripuana,2480,23067,-10.175806,-59.4439663,10.7513
363,ariquemes,15483,111148,-9.9076522,-63.033069,13.9301
364,ariranha,809,9851,-21.18716,-48.790418,8.2124
365,ariranha do ivai,150,2026,-24.3834527,-51.5876772,7.4038
366,armacao dos buzios,4591,35060,-22.7597805,-41.8875267,13.0947
367,armazem,868,8843,-28.2624996,-49.0190126,9.8157
368,arneiroz,603,7848,-6.3235099,-40.1603859,7.6835
369,aroazes,453,5819,-6.1109109,-41.7881792,7.7848
370,aroeiras,1887,19081,-7.5462904,-35.7080002,9.8894
371,aroeiras do itaim,92,2551,-7.2797031,-41.5629681,3.6064
372,arraial,97,4713,-6.6541632,-42.5335332,2.0581
373,arraial do cabo,592,30827,-22.9662839,-42.024427,1.9204
374,arraias,1010,10502,-12.9287788,-46.9437231,9.6172
375,arroio do meio,2304,21121,-29.4020392,-51.9444993,10.9086
376,arroio do padre,199,2966,-31.4428773,-52.4228985,6.7094
377,arroio do sal,953,10483,-29.549852,-49.8874395,9.0909
378,arroio do tigre,1113,13452,-29.334158,-53.0888935,8.2739
379,arroio dos ratos,936,14201,-30.0894524,-51.7265541,6.5911
380,arroio grande,1932,18185,-32.2384246,-53.0866661,10.6241
381,arroio trinta,435,3547,-26.9301976,-51.334928,12.2639
382,artur nogueira,4163,56247,-22.572737,-47.172679,7.4013
383,aruana,629,10340,-11.0142097,-37.0739863,6.0832
384,aruja,5873,92453,-23.396266,-46.3175449,6.3524
385,arvoredo,279,2228,-27.0755081,-52.4570855,12.5224
386,arvorezinha,623,10422,-28.8731093,-52.1757917,5.9777
387,ascurra,879,8021,-26.9569975,-49.3767752,10.9587
388,aspasia,156,1815,-20.1596604,-50.7279226,8.595
389,assai,1394,14792,-23.3736041,-50.8454929,9.424
390,assare,1549,23537,-6.8746791,-39.8741385,6.5811
391,assis,10664,105768,-22.6620892,-50.420623,10.0824
392,assis brasil,1065,7649,-10.9409203,-69.5672108,13.9234
393,assis chateaubriand,4379,33306,-24.4054826,-53.5120468,13.1478
394,assuncao,374,4067,-7.073396,-36.7274003,9.196
395,assuncao do piaui,254,7879,-5.8608718,-41.0492387,3.2238
396,astolfo dutra,850,14358,-21.3132636,-42.8624102,5.92
397,astorga,3007,26304,-23.2350184,-51.6647074,11.4317
398,atalaia,977,47540,-23.1513833,-52.0529697,2.0551
399,atalaia do norte,1224,20868,-4.3658547,-70.1908742,5.8654
400,atalanta,439,3179,-27.421916,-49.778863,13.8094
401,ataleia,979,12496,-18.0441576,-41.1104812,7.8345
402,atibaia,9396,145378,-23.1177393,-46.5547861,6.4632
403,atilio vivacqua,1039,12270,-20.9139369,-41.1947519,8.4678
404,augustinopolis,1229,18870,-5.4662267,-47.8897519,6.513
405,augusto correa,609,46937,-1.0229335,-46.6404029,1.2975
406,augusto de lima,217,4833,-18.1092963,-44.2651945,4.49
407,augusto pestana,936,6545,-28.5148413,-53.9906433,14.301
408,aurea,278,3517,-27.6970921,-52.0521778,7.9045
409,aurelino leal,507,11079,-14.3167137,-39.3256107,4.5762
410,auriflama,1410,15316,-20.6840418,-50.5554616,9.2061
411,aurilandia,317,3000,-16.6772599,-50.4641231,10.5667
412,aurora,2056,5687,-6.9426019,-38.9693765,36.1526
413,aurora do para,1127,32200,-2.1323199,-47.558436,3.5
414,aurora do tocantins,329,3809,-12.71045,-46.407604,8.6374
415,autazes,1684,41005,-3.5833283,-59.1301518,4.1068
416,avai,353,5467,-22.1564662,-49.3316395,6.4569
417,avanhandava,963,14063,-21.4603331,-49.9465156,6.8478
418,avare,10603,91792,-23.1045215,-48.9259103,11.5511
419,aveiro,453,16421,-3.6029015,-55.328079,2.7587
420,avelino lopes,358,11361,-10.1346855,-43.9489525,3.1511
421,avelinopolis,211,2401,-16.4672409,-49.7578661,8.788
422,axixa,50,12234,-5.2779569,-45.6683061,0.4087
423,axixa do tocantins,537,9817,-5.612747,-47.77007,5.4701
424,babaculandia,457,10668,-7.2034355,-47.761613,4.2838
425,bacabal,1966,105094,-4.2318132,-44.781167,1.8707
426,bacabeira,235,17446,-2.9786744,-44.3163504,1.347
427,bacuri,229,18726,-1.728894,-45.1417148,1.2229
428,bacurituba,24,5696,-2.7082587,-44.7381309,0.4213
429,bady bassitt,2997,18013,-20.9178969,-49.4517911,16.638
430,baependi,1490,19249,-21.9575733,-44.8891463,7.7407
431,bage,9460,121518,-31.3314264,-54.1062808,7.7849
432,bagre,458,31967,-1.8994498,-50.2103844,1.4327
433,baia da traicao,450,9197,-6.65659055,-34.994967358333334,4.8929
